Region/Country/Area,,Year,Series,Capital City,Capital City footnote,Value,Footnotes,Source,
800,Uganda,2010,Urban population (percent),,,19.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2010,Urban population (percent growth rate per annum),,,6.1,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2010,Rural population (percent growth rate per annum),,,2.9,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2010,Capital city population (thousands),Kampala,,2016,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2010,Capital city population (as a percentage of total population),Kampala,,5.9,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2010,Capital city population (as a percentage of total urban population),Kampala,,30.7,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2015,Urban population (percent),,,22.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2015,Urban population (percent growth rate per annum),,,6,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2015,Rural population (percent growth rate per annum),,,2.7,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2015,Capital city population (thousands),Kampala,,2577,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2015,Capital city population (as a percentage of total population),Kampala,,6.4,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2015,Capital city population (as a percentage of total urban population),Kampala,,29.1,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2018,Urban population (percent),,,23.8,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
800,Uganda,2018,Capital city population (thousands),Kampala,,2986,"Data includes Kira, Makindye Ssabagabo and Nansana.","United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2005,Urban population (percent),,,67.8,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2005,Urban population (percent growth rate per annum),,,-0.6,Data refers to a 5-year period preceding the reference year.,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
804,Ukraine,2005,Rural population (percent growth rate per annum),,,-1.2,Data refers to a 5-year period preceding the reference year.,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
804,Ukraine,2005,Capital city population (thousands),Kyiv,,2673,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2005,Capital city population (as a percentage of total population),Kyiv,,5.7,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2005,Capital city population (as a percentage of total urban population),Kyiv,,8.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2010,Urban population (percent),,,68.6,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2010,Urban population (percent growth rate per annum),,,-0.2,Data refers to a 5-year period preceding the reference year.,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
804,Ukraine,2010,Rural population (percent growth rate per annum),,,-1,Data refers to a 5-year period preceding the reference year.,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
804,Ukraine,2010,Capital city population (thousands),Kyiv,,2795,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2010,Capital city population (as a percentage of total population),Kyiv,,6.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2010,Capital city population (as a percentage of total urban population),Kyiv,,8.9,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2015,Urban population (percent),,,69.1,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2015,Urban population (percent growth rate per annum),,,-0.4,Data refers to a 5-year period preceding the reference year.,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
804,Ukraine,2015,Rural population (percent growth rate per annum),,,-0.8,Data refers to a 5-year period preceding the reference year.,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018."
804,Ukraine,2015,Capital city population (thousands),Kyiv,,2895,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2015,Capital city population (as a percentage of total population),Kyiv,,6.5,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2015,Capital city population (as a percentage of total urban population),Kyiv,,9.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2018,Urban population (percent),,,69.4,Including Crimea.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
804,Ukraine,2018,Capital city population (thousands),Kyiv,,2957,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2005,Urban population (percent),,,82.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2005,Urban population (percent growth rate per annum),,,8,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2005,Rural population (percent growth rate per annum),,,5.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2005,Capital city population (thousands),Abu Dhabi,,655,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2005,Capital city population (as a percentage of total population),Abu Dhabi,,14.3,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2005,Capital city population (as a percentage of total urban population),Abu Dhabi,,17.4,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2010,Urban population (percent),,,84.1,,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
784,United Arab Emirates,2010,Urban population (percent growth rate per annum),,,12.3,Data refers to a 5-year period preceding the reference year.,"United Nations Population Division, New York, World Urbanization Prospects: The 2018 Revision, last accessed May 2018.",
