Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
729,Sudan,2010,International migrant stock: Both sexes (% total population),1.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2010,International migrant stock: Male (% total Population),1.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2010,International migrant stock: Female (% total Population),1.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2010,Total refugees and people in refugee-like situations (number),178308,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2010,"Asylum seekers, including pending cases (number)",6046,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2010,Other of concern to UNHCR (number),1767167,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2010,Total population of concern to UNHCR (number),1951521,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2015,International migrant stock: Both sexes (number),620523,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2015,International migrant stock: Both sexes (% total population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2015,International migrant stock: Male (% total Population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2015,International migrant stock: Female (% total Population),1.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2015,Total refugees and people in refugee-like situations (number),356191,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2015,"Asylum seekers, including pending cases (number)",11448,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2015,Other of concern to UNHCR (number),2400270,"Internally displaced persons (IDP) figure in Sudan includes 77,300 people who are in an IDP-like situation.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2015,Total population of concern to UNHCR (number),2767909,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2020,International migrant stock: Both sexes (number),1379147,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2020,International migrant stock: Both sexes (% total population),3.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2020,International migrant stock: Male (% total Population),3.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2020,International migrant stock: Female (% total Population),3.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
729,Sudan,2020,Total refugees and people in refugee-like situations (number),1058771,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2020,"Asylum seekers, including pending cases (number)",15290,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2020,Other of concern to UNHCR (number),1889519,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
729,Sudan,2020,Total population of concern to UNHCR (number),2963580,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
740,Suriname,2005,International migrant stock: Both sexes (number),33662,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2005,International migrant stock: Both sexes (% total population),6.7,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2005,International migrant stock: Male (% total Population),7.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2005,International migrant stock: Female (% total Population),6.2,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2010,International migrant stock: Both sexes (number),39713,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2010,International migrant stock: Both sexes (% total population),7.5,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2010,International migrant stock: Male (% total Population),8.1,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2010,International migrant stock: Female (% total Population),6.9,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
740,Suriname,2010,Total refugees and people in refugee-like situations (number),1,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
740,Suriname,2010,"Asylum seekers, including pending cases (number)",7,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
740,Suriname,2010,Total population of concern to UNHCR (number),8,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
740,Suriname,2015,International migrant stock: Both sexes (number),43127,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
